screen_name,name,location,created
defcentral,Defensacentral.com (34🏆),"Madrid, España",2020-11-19
sport,Diario SPORT,Barcelona,2020-11-19
miguel_mg7,M i g u e l,,2020-11-19
TopMercato,► Top Mercato,France,2020-11-19
EsperonAlonso,Roberto Esperon Alonso,,2020-11-19
HDF_ESPN,Hablemos de Fútbol,Argentina,2020-11-19
ESPNFutbolClub,ESPN Fútbol Club,,2020-11-19
carstenw11,Carsten Wüstenberg,"Herrenhof, Deutschland",2020-11-19
EcuadorBalon,Balón a Profundidad,,2020-11-19
FCBayernDhaka,FCBayern Bangladesh,"Dhaka, Bangladesh",2020-11-19
roche_alvaro,Alvaro Roche,,2020-11-19
saberperzad,Saber perzad,The Netherlands,2020-11-19
LIVERPO0L_NEWS,Liverpool FC News,"Ajman, United Arab Emirates",2020-11-19
futebolnatvbr,Futebol na TV ⚽,"Nordeste, Brasil",2020-11-19
ac_alee__,Alejandro,,2020-11-19
GrantRM1,Maria Radisavljevic,,2020-11-19
eng_alyasseri,Eng.Alyasseri,Iraq,2020-11-19
foot_quiz_fr,Foot Quiz ⚽️ 🇵🇹,,2020-11-19
SoyNatMora,Natalia Mora⚽❤🇲🇽, México,2020-11-19
Pejosgarcc,Pedro José Garcia,Ecuador ,2020-11-19
niishanttpatel,𝙉 𝙄 𝙎 𝙃 𝘼 𝙉 𝙏 ツ,Ukraine,2020-11-19
realmadridCKR,Real Madrid C. F.,"Madrid, Spain.",2020-11-19
menendezES9,Ricardo Menéndez,"San Salvador, El Salvador.",2020-11-19
JOEP27,joe de quilmes🌎,,2020-11-19
Tino26378481,Tino,,2020-11-19
HTrickk,Hat Trickk,,2020-11-19
UnivDeportes,Universal Deportes,México,2020-11-19
Luquitascanalla,TE COGI DE 🌮,,2020-11-19
sp1873,shahan petrossian,,2020-11-19
dannysthilld,D@nny Carmo (Danielly) 🔴⚪⚫ 🇾🇪,"São José dos Campos, Brasil",2020-11-19
EvaDuranRamos,Eva Durán,,2020-11-19
javierlopez86vk,Javier Lopez,,2020-11-19
JuanAlb09023298,Shaheer,,2020-11-19
futbol_vivi,El Fútbol Que Yo Viví,Alicante,2020-11-19
13madrid2,مـدريـد💙👑,,2020-11-19
JulioCMoreno14,Julio César Moreno S.,Spirit In The Sky,2020-11-19
Alex98442562,Alex,,2020-11-19
michelelmejor,madridista,,2020-11-19
Hasnainmehdi211,Hasnainmehdi2103,,2020-11-19
weschanning,jaqueline ⊳,malibu ,2020-11-19
MaxToTheMix,Maximix   Δ▲△,"Paris, Ile-de-France",2020-11-19
Contre30554070,Contre,Madrid,2020-11-19
AbadLocutor,Alejandro Abad,Toluca,2020-11-19
footballitalia,footballitalia,,2020-11-19
ninoBertolino,antonino bertolino,marsala,2020-11-19
2TSam420,2T Da Colômbia🚄🎈🍁✌😎,"Complexo Do Cangulo,D.CaxiasRJ",2020-11-19
fanbolero,Fanbolero,México,2020-11-19
AlenIvan,Iván Alén®,As Pontes de Garcia Rodriguez,2020-11-19
alwaysforlisa,Kevin 51%,Bolivia,2020-11-19
Somos90fut,Somos 90,,2020-11-19
Amitinho_RM,Amitinho_Madridista ♟🖤🔝,,2020-11-19
propercfc,Proper Chels,"London, England",2020-11-19
jankozaur,Janek,lubelskie,2020-11-19
Caracasconsoda,Caracasconsoda,"Caracas, Venezuela.",2020-11-19
futbol_fantasy,FútbolFantasy,España,2020-11-19
Djfreezylee01,🎲🎤Dj Freezy Lee🎲,Lagos State,2020-11-19
